session_index,session_id,record_type,run_order_index,phase,repetition,path,step_index,layer,layer_path,dispatch,metric,value,unit,detail
0,apple-m4-g3-ad15f5d-0,offline_preparation,,,,,,,,,elapsed_ns,54101624500,ns,sha256:cde4801ac7583d7a3186197101cdbd319e5659e47b32eda48f238353fe0841cc
0,apple-m4-g3-ad15f5d-0,startup,,,,,,,,,cold_startup_ns,23055186750,ns,
0,apple-m4-g3-ad15f5d-0,startup,,,,,,,,,tokenizer_load_ns,76330000,ns,
0,apple-m4-g3-ad15f5d-0,startup,,,,,,,,,model_load_ns,7499451416,ns,
0,apple-m4-g3-ad15f5d-0,startup,,,,,,,,,install_ns,10906655750,ns,
0,apple-m4-g3-ad15f5d-0,memory,,,,,,,,,baseline_rss_bytes,204849152,bytes,
0,apple-m4-g3-ad15f5d-0,memory,,,,,,,,,peak_rss_bytes,5237637120,bytes,
0,apple-m4-g3-ad15f5d-0,run,0,warmup,0,same_q8_reference,,,,,prefill_ns,955427125,ns,
0,apple-m4-g3-ad15f5d-0,run,0,warmup,0,same_q8_reference,,,,,time_to_first_token_ns,956082958,ns,
0,apple-m4-g3-ad15f5d-0,run,0,warmup,0,same_q8_reference,,,,,q_projection_ns,1277357415,ns,
0,apple-m4-g3-ad15f5d-0,run,0,warmup,0,same_q8_reference,,,,,native_work_ns,,ns,native boundary does not expose a separate work-only timer
0,apple-m4-g3-ad15f5d-0,run,0,warmup,0,same_q8_reference,,,,,total_ns,2501013042,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,1,,,,cached_step_ns,235995417,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,2,,,,cached_step_ns,222146375,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,3,,,,cached_step_ns,218111375,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,4,,,,cached_step_ns,218188709,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,5,,,,cached_step_ns,218303083,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,6,,,,cached_step_ns,215655917,ns,
0,apple-m4-g3-ad15f5d-0,cached_step,0,warmup,0,same_q8_reference,7,,,,cached_step_ns,216518208,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,11906458,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,8166208,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7332167,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,8302583,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7731458,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,7944792,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,7400541,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,8515750,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,7572083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,7561292,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,7748583,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,8192958,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,8206917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,8189500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,8088917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,15,model.layers.15.self_attn.q_proj,fallback,dispatch_ns,7506000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,16,model.layers.16.self_attn.q_proj,fallback,dispatch_ns,7933792,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,17,model.layers.17.self_attn.q_proj,fallback,dispatch_ns,8109083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,18,model.layers.18.self_attn.q_proj,fallback,dispatch_ns,7907625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,19,model.layers.19.self_attn.q_proj,fallback,dispatch_ns,7607083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,20,model.layers.20.self_attn.q_proj,fallback,dispatch_ns,8161958,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,0,21,model.layers.21.self_attn.q_proj,fallback,dispatch_ns,8021292,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,7628625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,7284209,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7341917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,7520292,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7013333,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,7388917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,7092458,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,10798125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,8826167,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,7554292,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,7325916,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,7202417,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,7159625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,7600291,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,7709417,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,15,model.layers.15.self_attn.q_proj,fallback,dispatch_ns,7392500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,16,model.layers.16.self_attn.q_proj,fallback,dispatch_ns,7876333,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,17,model.layers.17.self_attn.q_proj,fallback,dispatch_ns,7558500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,18,model.layers.18.self_attn.q_proj,fallback,dispatch_ns,7397625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,19,model.layers.19.self_attn.q_proj,fallback,dispatch_ns,7535916,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,20,model.layers.20.self_attn.q_proj,fallback,dispatch_ns,7179667,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,1,21,model.layers.21.self_attn.q_proj,fallback,dispatch_ns,7168041,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,7361750,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,7244750,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7243250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,7437125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7262041,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,7346958,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,7163208,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,7355875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,7423375,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,7041834,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,7183625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,7052250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,7095917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,7102041,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,7286792,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,15,model.layers.15.self_attn.q_proj,fallback,dispatch_ns,7273042,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,16,model.layers.16.self_attn.q_proj,fallback,dispatch_ns,6969792,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,17,model.layers.17.self_attn.q_proj,fallback,dispatch_ns,7156167,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,18,model.layers.18.self_attn.q_proj,fallback,dispatch_ns,7004000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,19,model.layers.19.self_attn.q_proj,fallback,dispatch_ns,6949708,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,20,model.layers.20.self_attn.q_proj,fallback,dispatch_ns,7196458,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,2,21,model.layers.21.self_attn.q_proj,fallback,dispatch_ns,7107459,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,6947084,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,7158875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7419125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,6914791,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7052208,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,7070042,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,7185083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,6967125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,6957125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,7205833,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,7028375,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,6947583,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,7333208,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,7061584,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,7052667,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,15,model.layers.15.self_attn.q_proj,fallback,dispatch_ns,7122875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,16,model.layers.16.self_attn.q_proj,fallback,dispatch_ns,7061083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,17,model.layers.17.self_attn.q_proj,fallback,dispatch_ns,6921875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,18,model.layers.18.self_attn.q_proj,fallback,dispatch_ns,7303167,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,19,model.layers.19.self_attn.q_proj,fallback,dispatch_ns,7030250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,20,model.layers.20.self_attn.q_proj,fallback,dispatch_ns,7047917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,3,21,model.layers.21.self_attn.q_proj,fallback,dispatch_ns,6950500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,7579042,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,6915792,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7030792,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,6831500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7039250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,6841834,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,7187458,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,7049542,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,6919250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,7068000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,6780584,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,7459209,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,7068500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,7126000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,6990542,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,15,model.layers.15.self_attn.q_proj,fallback,dispatch_ns,6944125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,16,model.layers.16.self_attn.q_proj,fallback,dispatch_ns,7013417,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,17,model.layers.17.self_attn.q_proj,fallback,dispatch_ns,7394500,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,18,model.layers.18.self_attn.q_proj,fallback,dispatch_ns,7172000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,19,model.layers.19.self_attn.q_proj,fallback,dispatch_ns,6999041,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,20,model.layers.20.self_attn.q_proj,fallback,dispatch_ns,6798666,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,4,21,model.layers.21.self_attn.q_proj,fallback,dispatch_ns,7176917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,7040292,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,7120875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7288875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,7032625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7379041,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,7081875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,7011083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,6798000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,6910250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,7261166,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,7070334,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,7068083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,6984875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,7171417,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,6950750,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,15,model.layers.15.self_attn.q_proj,fallback,dispatch_ns,6827750,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,16,model.layers.16.self_attn.q_proj,fallback,dispatch_ns,7058875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,17,model.layers.17.self_attn.q_proj,fallback,dispatch_ns,6917083,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,18,model.layers.18.self_attn.q_proj,fallback,dispatch_ns,7039000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,19,model.layers.19.self_attn.q_proj,fallback,dispatch_ns,6981666,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,20,model.layers.20.self_attn.q_proj,fallback,dispatch_ns,7563875,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,5,21,model.layers.21.self_attn.q_proj,fallback,dispatch_ns,7081250,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,0,model.layers.0.self_attn.q_proj,fallback,dispatch_ns,6745125,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,1,model.layers.1.self_attn.q_proj,fallback,dispatch_ns,6930625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,2,model.layers.2.self_attn.q_proj,fallback,dispatch_ns,7033458,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,3,model.layers.3.self_attn.q_proj,fallback,dispatch_ns,6654084,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,4,model.layers.4.self_attn.q_proj,fallback,dispatch_ns,7112625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,5,model.layers.5.self_attn.q_proj,fallback,dispatch_ns,6992375,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,6,model.layers.6.self_attn.q_proj,fallback,dispatch_ns,6882000,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,7,model.layers.7.self_attn.q_proj,fallback,dispatch_ns,6924542,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,8,model.layers.8.self_attn.q_proj,fallback,dispatch_ns,7378375,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,9,model.layers.9.self_attn.q_proj,fallback,dispatch_ns,6930958,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,10,model.layers.10.self_attn.q_proj,fallback,dispatch_ns,6793625,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,11,model.layers.11.self_attn.q_proj,fallback,dispatch_ns,7111416,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,12,model.layers.12.self_attn.q_proj,fallback,dispatch_ns,6899708,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,13,model.layers.13.self_attn.q_proj,fallback,dispatch_ns,6940917,ns,
0,apple-m4-g3-ad15f5d-0,q_projection_dispatch,0,warmup,0,same_q8_reference,6,14,model.layers.14.self_attn.q_proj,fallback,dispatch_ns,7008166,ns,
